Sr. No,RERA ID,Developer Name,Project Name,Location,Town,Tie-up status,Create Date,Status
2972,P52100028072,Goldleaf Realtors,1 Goldleaf,Karve Nagar,Pune Center,No,8/12/2022,Active
2973,P52100047396,Matoshree Varad Vinayak Ventures & Sonigara Corp,Ennvogue Phase I,Old Sangvi,Pimpri Chinchwad,No,8/12/2022,Inactive
2974,P52100030617,S R Kulkarni Developers,SR Kulkarni Rupashri Apartments,Parvati ,Pune South,No,8/12/2022,Sold Out
2975,"P52100014395,P52100021446",Fast Realty Pvt Ltd,Fast Realty Somani Dream Home Phase 3 ,Punwale,Pune West,No,8/12/2022,Active
2976,P52100047518,Skyboat Infrastructure,Skyboat Casaverde,Ghorpadi,Pune East,No,9/12/2022,Active
2977,P52100045261,Vighnaharta Corp,Vighnaharta Amber Apartments,Baner,Pune West,No,9/12/2022,Active
2978,P52100047987,Kumar Properties,Kumar Parth Tower,Baner,Pune West,No,9/12/2022,Active
2979,P52100045836,Arkaa Construction,Arkaa Galaxy,Ravet,Pune West,No,9/12/2022,Inactive
2980,P52100047472,Ambar Icon Llp,Ambar Zenith,Viman Nagar,Pune East,No,13/12/2022,Active
2981,P52100047560,Shree Balaji Associates,Shree Balaji Ekaant,Mamurdi,Pimpri Chinchwad,No,13/12/2022,Active
2982,P52100027080 (OC Received),"DM Bhosale Vanture,Genuine Landmarks",DM Bhosale Nikunj,Karve Nagar,Pune Center,No,13/12/2022,Active
2983,P52100048019,"Eliseo,Triaa Eliseo Housing LLP,United Constructions",Triaa 38 Divine,Kondhwa,Pune South,No,15/12/2022,Active
2984,P52100047984,Nyati Group,Nyati Equinox,Bavdhan,Pune West,No,16/12/2022,Active
2985,P52100047222,Metricon Builders,Metricon Chandrasmit,Kothrud,Pune Center,No,16/12/2022,Active
2986,P52100048108,Chaturthi Infra Private Limited,Chaturthi Paradise,Saswad,Pune South,No,16/12/2022,Sold Out
2987,P52100033638 (OC Received),Yuvraj Landmark,Yuvraj Balaji Heights,Baner,Pune West,No,16/12/2022,Sold Out
2988,P52100030277,Kartvya Rachana,Rachana,Dhayari,Pune South,No,19/12/2022,Sold Out
2989,P52100045977,Bora Properties,Bora Nova Stella Phase I ,Kondhwa,Pune South,No,19/12/2022,Active
2990,P52100029658,"Saheel Properties,Kohinoor Group",Saheel Itrend Citylife,Hinjawadi,Pune West,No,19/12/2022,Sold Out
2991,P52100012750(OC Received),Renuka Constructions,Renuka Gaurav Park,Talegaon Dabhade,Pimpri Chinchwad,No,20/12/2022,Active
2992,P52100048195,Bramhacorp Limited,Bramha August Towers,Wadgaon Sheri,Pune East,No,21/12/2022,Active
2993,P52100047484,Unique Reality Group,Unique Shivtirth Park,Charholi Budruk,Pimpri Chinchwad,No,21/12/2022,Sold Out
2994,P52100020384,Privia Landmarks,Privia Prestige Residency,Chikhali,Pimpri Chinchwad,No,22/12/2022,Sold Out
2995,"P52100048241,P52100048624",Kolte Patil Developers,Life Republic Avenue Phase I ,Hinjawadi,Pune West,No,22/12/2022,Sold Out
2996,P52100048255,Manav Group,Manav La Moda,Balewadi,Pune West,No,23/12/2022,Active
2997,P52100010632,Panchshil Realty,Panchshil Yoo Villas Phase 1,Kharadi,Pune East,No,23/12/2022,Sold Out
2998,P52100048051,Renuka Realty,Renuka Pancha Tatva,Tathawade,Pune West,No,23/12/2022,Active
2999,P52100048214,Nirmiti Lifestyle,Nirmiti Adisha,Shivajinagar,Pune Center,No,26/12/2022,Sold Out
3000,P52100047781,Kumar Properties,Kumar Priyadarshan I,Pashan,Pune West,No,26/12/2022,Sold Out
3001,P52100033999,Nirvana Creators and Developers,Nirvana Lakeview Retreat,Pirangut,Pune West,No,27/12/2022,Inactive
3002,P52100034625,Samarth Builders,Samarth 31 Basil,Parvati,Pune Center,No,27/12/2022,Active
3003,P52100047727,Nyati Group,Nyati Era III,Lohegaon,Pune East,No,29/12/2022,Inactive
3004,P52100048331,VTP Realty,VTP Magnum Opus(Bellissimo Phase 3),Mahalunge,Pune West,No,30/12/2022,Active
3005,P52100047469(OC Received),Bhagat Builders,Bhagat Galaxy,Talegaon Dabhade,Pimpri Chinchwad,No,4/1/2023,Active
3006,P52100045774,Venkatesh Associates,Crystal Paradise,Kondhwa,Pune South,No,4/1/2023,Inactive
3007,P52100048338,Shapoorji Pallonji,Shapoorji  Hadapsar Sky Luxe,Shewalewadi,Pune East,No,4/1/2023,Active
3008,P52100029562,Trisha Developers,Trisha Pratibha,Aundh,Pune West,No,5/1/2023,Sold Out
3009,P52100045894,Pushpa Promoters & Builders,Pushpa Elina,Nigdi,Pimpri Chinchwad,No,5/1/2023,Active
3010,P52100033057,Shri Siddhivinayak Developers,Shri Siddhivinayak Pruthvi Residency,Dhankawadi,Pune South,No,5/1/2023,Active
3011,"P52100047901,P52100047999",Legacy Lifespaces,Legacy Kairos,Pimple Gurav,Pimpri Chinchwad,No,5/1/2023,Active
3012,P52100034227,Shri Associates,Shri Om Mangalam Yash,Ravet,Pune West,No,6/1/2023,Active
3013,P52100047405,Godrej Properties,Godrej Serene,Mamurdi,Pimpri Chinchwad,No,6/1/2023,Inactive
3014,P52100008040(OC Recived)P52100047953,Aakankssha Properties,Aakankssha Jubilation,Kondhwa Budruk,Pune South,No,6/1/2023,Active
3015,P52100047919,Lotus Group,Lotus Urban Homes,Charholi Budruk,Pimpri Chinchwad,No,6/1/2023,Active
3016,P52100030110,Home Developers,Home Jeet Society Phase II,Kothrud,Pune Center,No,9/1/2023,Sold Out
3017,P52100048455,GB Infra,GB Dinkar,Sadashiv Peth,Pune Center,No,9/1/2023,Active
3018,P52100045634,RK Lunkad Developers,RK Lunkad Kartiki Heights,Charholi Budruk,Pimpri Chinchwad,No,9/1/2023,Active
3019,"P52100031565,P52100051176",SSD Group,SSD Sai Pearl Phase 5,Pimple Saudagar,Pimpri Chinchwad,No,9/1/2023,Inactive
3020,P52100032265,Quba Group,Quba Residency,Nana Peth,Pune Center,No,10/1/2023,Active
3021,P52100015164(OC Received),Shri Samarth Group & Rohan Associates,Shri Abhivishwa,Chikhali,Pimpri Chinchwad,No,10/1/2023,Sold Out
3022,P52100047709,Nirman Group,Nirman Astropolis (Nirman District) ,Tathawade,Pune West,No,10/1/2023,Active
3023,"P52100018886,P52100002175 (OC Received)",Vednirmitee Realties,Vednirmitee Aashritha,Chikhali,Pimpri Chinchwad,No,11/1/2023,Sold Out
3024,P52100047800,Jethani Group,Jethani 27 Avenue,Nigdi,Pimpri Chinchwad,No,11/1/2023,Active
3025,"P52100016068,P52100047842",Royal Construction,Royal Shiv Vihar Phase 2,Charholi Budruk,Pimpri Chinchwad,No,12/1/2023,Active
3026,P52100047573,"Palande Associates,Creata Group ",Creata Swanand Residency,Hinjawadi ,Pune West,No,12/1/2023,Active
3027,P52100048589,Kohinoor Group,Kohinoor Westview Reserve,Tathawade,Pune West,No,12/1/2023,Active
3028,P52100047716,Shri Laxmi Narayan Properties,Shri Laxmi Narayan Gautam,Bibwewadi,Pune South,No,12/1/2023,Sold Out
3029,P52100047725,Shri Laxmi Narayan Properties,Shri Laxmi Narayan Ramraj,Gultekdi,Pune Center,No,13/01/2023,Sold Out
3030,P52100047622,Magnum Developers,Aurora 2,Wagholi,Pune East,No,13/01/2023,Sold Out
3031,"P52100007134 (OC Received), P52100047726",Yogesh Enterprises ,Yogesh Gandharva Nagari,Moshi,Pimpri Chinchwad,No,16/01/2023,Active
3032,P52100047755,Sai Datt Associates,Sai Gajanan Residency,Dighi,Pimpri Chinchwad,No,16/01/2023,Active
3033,P52100047670,"Chaitanya Estate,Mittal Brothers",Chaitanya GreenYards Phase 1,Kalas,Pimpri Chinchwad,No,16/01/2023,Active
3034,P52100047614,"Kumar Properties,Kumar & Potnis Associates",Kumar Purab,Hadapsar,Pune East,No,17/01/2023,Sold Out
3035,P52100047267,Raviraj Realty,Raviraj One Residency Phase 1,Ambegaon BK,Pune South,No,17/01/2023,Active
3036,P52100047629,Platinum Buildcon,Platinum Genx Tower,Baner,Pune West,No,17/01/2023,Sold Out
3037,P52100030178,Sparkle Builder,Sparkle Splendor,Dighi,Pimpri Chinchwad,No,17/01/2023,Active
3038,P52100047784,Pratham Yash Builders,Pratham Stella Regency,Charholi Budruk,Pimpri Chinchwad,No,18/01/2023,Active
3039,P52100045900,Goel Ganga Group,Passcode Bavdhan Prime,Bavdhan,Pune West,No,18/01/2023,Sold Out
3040,P52100048742,9 Midas,9 Midas Aishwaryam Future ,Punawale,Pune West,No,19/01/2023,Sold Out
3041,P52100047636,Rudra Builders And Developers,Rudra Sai Orchid ,Moshi,Pimpri Chinchwad,No,19/01/2023,Sold Out
3042,P52100035153,"Shelter 24,Relation Realtech PVT. LTD.",Shelter Marvel,Ravet,Pune West,No,19/01/2023,Active
3043,P52100047667(OC Received),Viraj Enterprises,Viraj Park,Narhe,Pune South,No,20/01/2023,Active
3044,P52100045361,Jain Developers,Jain Devaki Nandan,Kondhwa Budruk,Pune South,No,20/01/2023,Active
3045,P52100048018,"Royal Yogville Ventures,Goel Ganga Developments,Royal Group",Yogville Phase II,Dhayari,Pune South,No,20/01/2023,Active
3046,P52100048382,"Rahul Properties,Pragati Group",Rahul Sky Crest,Hadapsar,Pune East,No,20/01/2023,Active
3047,P52100047086,Achalare Realtors,Achalare Spring Gardens Jasmine,Moshi,Pimpri Chinchwad,No,23/01/2023,Active
3048,P52100047242,Sagar Bandal Associate,Sagar 534 Kasba,Kasba Peth,Pune Center,No,25/01/2023,Active
3049,P52100048536,Paranjape Schemes,Paranjape The Cove,Bavdhan,Pune West,No,25/01/2023,Active
3050,P52100047896,Pavan Associates,Pavan Kunj,Lohegaon ,Pune East,No,25/01/2023,Active
3051,P52100047825,Shree Samarth Swarup Builders And Developers,Shree Samarth Swarup Lotus,Wagholi,Pune East,No,25/01/2023,Active
3052,P52100048433,Siddhivinayak Landmarks,Siddhivinayak Magnus Parkway,Dehu road,Pimpri Chinchwad,No,31/01/2023,Active
3053,P52100048595,GT Associates,GT Pride,Ravet,Pune West,No,31/01/2023,Active
3054,P52100047271,Dodke Homes,Dodke Prestige,Warje,Pune South,No,31/01/2023,Active
3055,P52100047897,Patil Construction ,Patil Bhairav Heights,Guruwar Peth,Pune Center,No,1/2/2023,Active
3056,P52100047630,"Unique Spaces,Triaa Housing,Nirman Greens,Abc Properties",Unique Spaces K Pune,Bavdhan,Pune West,No,2/2/2023,Active
3057,P52100045411,SB Patil Group,SB Patil Ganesh Siddhi Phase 3,Chikhali,Pimpri Chinchwad,No,2/2/2023,Active
3058,P52100048769,Indraprastha Developers,Indraprastha Utsav,Kondhwa Budruk,Pune South,No,2/2/2023,Active
3059,P52100046996,"RCDC Associates,GK Associates",RCDC Aura ,Ravet,Pune West,No,2/2/2023,Sold Out
3060,P52100047611,Mangalam Landmark,Mangalam Life Park,Moshi,Pimpri Chinchwad,No,2/2/2023,Active
3061,"P52100047502,P52100052736",Chandrangan Buildcon Llp,Chandrangan Revanta,Dhankawadi,Pune South,No,3/2/2023,Active
3062,P52100048413,Mittal Brothers,Mittal Skyhigh Towers D3,Hinjawadi,Pune West,No,6/2/2023,Active
3063,P52100020238,Puranik Builders,Puraniks Abitante Fiore Phase 2B,Bavdhan,Pune West,No,6/2/2023,Active
3064,P52100047863,Grandbay Developers,Ramaa Heritaige Phase II,Undri,Pune South,No,3/2/2023,Inactive
3065,P52100047929,Swapnpurti Associates,Swapnpurti 7th Heaven,Katraj,Pune South,No,14/02/2023,Active
3066,P52100033002,Vedant Constructions,Vedant Pride,Ravet,Pune West,No,7/2/2023,Active
3067,P52100049189,Soham Shivam Developers,Soham Shivam Raman Stellar,Tathawade,Pune West,No,7/2/2023,Active
3068,P52100047340,Empire Developers,Empire Shree Swami Samarth,Bibewadi,Pune South,No,9/2/2023,Sold Out
3069,P52100046805,Sai Shriya Builders,Sai Shriya Anand,Baner,Pune West,No,9/2/2023,Active
3070,P52100049432,Ganraj Property,Ganraj Golden Plaza,Hadapsar,Pune East,No,10/2/2023,Active
3071,P52100048667,Konark Associates,Konark Bora Pride,Pimpri,Pimpri Chinchwad,No,10/2/2023,Active
3072,P52100031245,Prime Priorities,Prime Chintamani,Shivaji Nagar,Pune Center,No,10/2/2023,Sold Out
3073,P52100049329,V Top Spaces Pvt Ltd,V Top Valonia,Punawale,Pune West,No,10/2/2023,Inactive
3074,P52100048789,Manav Group ,Manav Midtown One,Kasba Peth,Pune Center,No,14/02/2023,Active
3075,P52100049093,"Parmar Group,Pr Associates",Parmar The High Gates,Hadapsar,Pune East,No,14/02/2023,Active
3076,P52100048951,AB Kokate Developers,AB Kokate Saffron,Pashan,Pune West,No,14/02/2023,Active
3077,P52100047992,Skyi Developers,Skyi PWC Towers,Bavdhan,Pune West,No,15/02/2023,Active
3078,P52100046370,Badhekar Group,Badhekar Tungabhadra,Kothrud,Pune Center,No,15/02/2023,Active
3079,P52100029936,Badhekar Group,Badhekar Dwarka,Kothrud,Pune Center,No,16/02/2023,Active
3080,P52100034310,Shivkrupa Developers,Shivkrupa Indrayani puram,Charholi Budruk,Pimpri Chinchwad,No,16/02/2023,Active
3081,P52100049293,Essen Venkatesh LLP,Essen 57 Elevate,Wakad,Pune West,No,17/02/2023,Active
3082,P52100048183,"Matoshree Hospitality and Services,Shantai Group",Matoshree Pride,Keshav Nagar,Pune East,No,17/02/2023,Active
3083,P52100047854,Badhekar Group,Badhekar Shreekunja,Karve Nagar,Pune Center,No,20/02/2023,Active
3084,P52100031044,Dodke Landmarks,Dodke Palazzo,Kothrud,Pune Center,No,20/02/2023,Active
3085,P52100049435,Godrej Properties,Godrej Hill Retreat Phase 2,Mahalunge,Pune West,No,21/02/2023,Active
3086,P52100048159,Rainbow Housing,Rainbow Sunrise Tower,Nigdi,Pimpri Chinchwad,No,22/02/2023,Active
3087,P52100048584,Vaibhav Builders & Devlopers,Vaibhav Ratan Vihar,Bavdhan,Pune West,No,22/02/2023,Active
3088,P52100048116,Morya Landmarks,Morya Kasturi,Aundh,Pune West,No,22/02/2023,Active
3089,P52100049213,Sarthak Housing,Sarthak Geetanjali A Apartment,Parvati,Pune Center,No,23/02/2023,Active
3090,P52100048184,Belmont Group ,Belmont Celestial,Tingre Nagar,Pune East,No,23/02/2023,Active
3091,P52100049541,Marne Group,Marne Maithili Aroma,Ravet,Pune West,No,23/02/2023,Active
3092,P52100048144,Kavya Group,Kavya Elite Regency,Bavdhan,Pune West,No,23/02/2023,Active
3093,P52100048534,S K Buildcon,S K Primerose Park,Dehu road,Pimpri Chinchwad,No,23/02/2023,Active
3094,"P52100025621,P52100025956,P52100027217",Shree Venkatesh Buildcon,Venkatesh Graffiti Glover Phase 1,Keshav Nagar,Pune East,No,24/02/2023,Active
3095,P52100034177,Jhamtani Group,Jhamtani Ace Abode Phase 2A,Ravet,Pune West,No,24/02/2023,Active
3096,P52100048273,Vellkin Spaces LLP,Vellkin Basil Flora,Mamurdi,Pimpri Chinchwad,No,27/02/2023,Active
3097,P52100048119,Srinivas And Associates,Srinivas Empire,Uruli Kanchan,Pune South,No,27/02/2023,Active
3098,OC Received,Shiv Associates,Shiv  Madhav,Moshi,Pimpri Chinchwad,No,27/02/2023,Sold Out
3099,P52100045681,Sujay Venture,Sujay Windchime Homes Phase 3,Somatane,Pimpri Chinchwad,No,28/02/2023,Sold Out
3100,P52100013522(OC Received),Rajyog Properties ,Swapnpurti,Chikhali,Pimpri Chinchwad,No,1/3/2023,Sold Out
3101,P52100049648,Pride Group,Pride Boston,Charholi Budruk,Pimpri Chinchwad,No,2/3/2023,Active
3102,P52100048660,Dedge Karmarkar Associate,Dedge 10 Elite,Dattawadi,Pune Center,No,6/3/2023,Active
3103,P52100049095,Lifecraft Realty,Lifecraft The 4th Axis,Punawale,Pune West,No,8/3/2023,Active
3104,P52100048442,Wadhwani Constructions,Wadhwani Om Mangalam Disha,Ravet,Pune West,No,8/3/2023,Active
3105,P52100048400,Gangotree Homes,Gangotree Aabha,Baner,Pune West,No,8/3/2023,Active
3106,P52100049337,Samruddhi Promoters,Samruddhi Audumbar Nest,Pimpri,Pimpri Chinchwad,No,8/3/2023,Active
3107,P52100049330,Mayuri Landmarks LLP,Mayuri Adhinathpuram,Undri,Pune South,No,9/3/2023,Active
3108,P52100048456,Shreenath Associates,Shreenath Aikyam,Punawale,Pune West,No,9/3/2023,Active
3109,P52100048337,Aksha Group,Aksha Casa Palladium,Kalas,Pimpri Chinchwad,No,10/3/2023,Active
3110,P52100050019,Adityaraj Builders,Nakshatra,Nanded,Pune South,No,10/3/2023,Inactive
3111,P52100050035,Nexus Group,Nexus Emerald,Chikhali,Pimpri Chinchwad,No,13/03/2023,Active
3112,P52100028551,Anil Kankariya Developers,Kankariya Skyra Evershine,Sus,Pune West,No,14/03/2023,Active
3113,P52100049385,Bandal Constructions,Bandal Vedashree,Kothrud,Pune Center,No,13/03/2023,Inactive
3114,P52100048262,Chikhale Developers,Chikhale Kohinoor Artize,Hadapsar,Pune East,No,14/03/2023,Active
3115,P52100048949,MBPL,MBPL Manjushilp,Ravet,Pune West,No,15/03/2023,Active
3116,P52100049219,Pandit Javdekar,Pandit Javdekar The Crest,Aundh,Pune West,No,16/03/2023,Active
3117,P52100048343,Samarthshree Realty,Samarth Dhananjayshree,Bibwewadi,Pune South,No,16/03/2023,Active
3118,P52100049795,Livience Lifespace Private Limited,Livience Lifespace Aleenta ,Pashan,Pune West,No,17/03/2023,Active
3119,P52100048489,VTP Realty,VTP Earth One,Mahalunge,Pune West,No,20/03/2023,Active
3120,P52100049197,SAH Developers,SAH Santiago Uptown,Ravet,Pune West,No,20/03/2023,Sold Out
3121,P52100048327,Jhamtani Group,Jhamtani Ace Villas,Mundhwa,Pune East,No,21/03/2023,Active
3122,P52100049167,APAK Bussiness Innovation Pvt Ltd,APAK Ajinkya Towers,Charholi Budruk,Pimpri Chinchwad,No,22/03/2023,Active
3123,P52100032444,ATK Constructions and Developers,ATK Maya Apartment,Gultekdi,Pune Center,No,22/03/2023,Sold Out
3124,P52100048447,Samarth Buildcon,Samarth Shreetej Residency,Talegaon Dabhade,Pimpri Chinchwad,No,23/03/2023,Active
3125,P52100049861,"Pranesh Homes,GPL Realty,Siddh Housing",Pranesh Indraprastha,Shivajinagar,Pune Center,No,23/03/2023,Active
3126,P52100050128,Godrej Properties ,Godrej Urban Retreat,Manjari,Pune East,No,24/03/2023,Active
3127,P52100047091,Pinnacle Group,Codename Northern Lights (Pinnacle Neelanchal Phase 3),Sus,Pune West,No,24/03/2023,Active
3128,P52100048351 (OC Received),Nakshatra Creations,Nakshatra Madhukunj,Talegaon Dabhade ,Pimpri Chinchwad,No,27/03/2023,Sold Out
3129,P52100050157,Gagan Developers,Gagan Myra,Kondhwa,Pune South,No,27/03/2023,Active
3130,P52100046123,SSD Erectors,SSD Sai Aashiyana,Chikhali,Pimpri Chinchwad,No,28/03/2023,Active
3131,"P52100049254,P52100048967,P52100049462",Yogesh Enterprises,Yogesh Gandharv Mithila,Moshi,Pimpri Chinchwad,No,29/03/2023,Active
3132,P52100030155,Samarth Builders,Samarth 61 Ideal,Kothrud,Pune Center,No,29/03/2023,Active
3133,P52100050053,"Shree Sonigara Developers,Punamiya Properties",Shree Sonigara Vivanta Next,Tathawade,Pune West,No,30/03/2023,Active
3134,P52100050124,Lodha Group,Lodha Panache,Hinjawadi,Pune West,No,30/03/2023,Active
3135,P52100050115,Omkar Developers,Omkar Varad Residency,Wakad,Pune West,No,31/03/2023,Sold Out
3136,P52100048573,Manomay Constructions,Manomay Vishwas Apartment,Dattawadi,Pune Center,No,3/4/2023,Active
3137,P52100026710,"Tejraj Infra LLP,Profile Group",Tejraj Panchadri,Erandwane,Pune Center,No,5/4/2023,Active
3138,P52100048529,Vishva Gangotree Buildcon,Vishva Sangeetdhara,Kothrud,Pune Center,No,5/4/2023,Sold Out
3139,P52100048462,Creative Developers,Creative Anagha Ankur,Kothrud,Pune Center,No,10/4/2023,Active
3140,P52100014330,Onnyyx Realtors,Onnyyx Aurrum,Kasba Peth,Pune Center,No,10/4/2023,Sold Out
3141,P52100049914,"Kumar Properties,Kevin Properties",Kumar Paradise,Hadpasar,Pune East,No,11/4/2023,Active
3142,P52100048642,G M Construction,G M Morya Apartment,Katraj,Pune South,No,12/4/2023,Sold Out
3143,P52100001830,Oakyard Realty,Oakyard Somani Towers,Punawale,Pune West,No,12/4/2023,Active
3144,P52100048542,Tejas Enterprises,Tejas Chintamani Heights,Manjri,Pune East,No,12/4/2023,Active
3145,P52100050278,Sukhwani Buildtech,Sukhwani Verde,Mohammed Wadi,Pune South,No,17/04/2023,Active
3146,P52100049368,Balaji Hari Developers,Balaji Hari Kanchanpuram,Wagholi,Pune East,No,17/04/2023,Sold Out
3147,P52100048849,R. B. Chaphalkar Homes Pvt. Ltd.,R B Rukmini Niwas,Sadashiv Peth,Pune Center,No,18/04/2023,Active
3148,P52100050276,Kudale Patil And Jadhav Ventures,Kudale Park Life,Dhayari,Pune South,No,18/04/2023,Active
3149,P52100049328,Ranjekar Realty,Ranjekar Vasundhara,Kothrud,Pune Center,No,18/04/2023,Active
3150,P52100027116,Chaphalkar Schemes,Chaphalkar Silver Tarika,Kothrud,Pune Center,No,19/04/2023,Active
3151,P52100048733,Pankaj Constructions,Pankaj Mangal Laxmi,Ravet,Pune West,No,20/04/2023,Sold Out
3152,P52100048909,"Osian Realty,Diya Realty ",Osian Estrella 45,Baner,Pune West,No,21/04/2023,Active
3153,P52100050089, Sukhwani Constrcutions,Sukhwani 97 Sepia,Tathawade,Pune West,No,21/04/2023,Active
3154,P52100045752,Raichandani Construction,Raichandani The Shwet,Baner,Pune West,No,21/04/2023,Active
3155,P52100050426,Ruhi Mangalam Associates,Ruhi Mangalam Niyoshi Park,Aundh,Pune West,No,21/04/2023,Active
3156,P52100048959,R. B. Chaphalkar Homes Pvt. Ltd.,R B Sadanand Condominium,Erandwane,Pune Center,No,21/04/2023,Sold Out
3157,P52100048893,Archway Estates,Archway Shri Dattatraya Co Housing Society Ltd,Erandwane,Pune Center,No,21/04/2023,Active
3158,P52100048870,Konark Associates,Konark Kamal Narayan Apartment,Pimpri,Pimpri Chinchwad,No,24/04/2023,Active
3159,P52100050643,"Saniket Infrastructures,Balaji Group",Saniket The Rising,Ravet,Pune West,No,25/04/2023,Active
3160,P52100048911,Sapphire Developers,Sapphire Vrinda,Alandi,Pimpri Chinchwad,No,25/04/2023,Active
3161,P52100046970,Shubharambh Balaji Construction,Balaji Krupa,Kondhwa Budruk ,Pune South,No,26/04/2023,Sold Out
3162,P52100048682,Nexus Groups,Nexus Carnation,Pimpri,Pimpri Chinchwad,No,26/04/2023,Active
3163,P52100049530,Ms Developers,M S Santiago Nest,Wakad,Pune West,No,26/04/2023,Sold Out
3164,P52100048939,Vidya Buildcon,Vidya Kaka Classic,Rahatani,Pimpri Chinchwad,No,27/04/2023,Active
3165,P52100048212,"Shree Sai Promoters & Builders		",Sai Aarav,Tathawade,Pune West,No,27/04/2023,Active
3166,P52100049140,"Benyel Engineering,Mind Space Group",Benyel Priti Nirvana,Kothrud,Pune Center,No,27/04/2023,Inactive
3167,P52100048606,Shriram Associates,Shriram Divine Garden Phase 1,Lohegaon,Pune East,No,27/04/2023,Active
